fot,grade_score,region,filial,subdivision,department,unit,experience
13750,116498,Other,Типовой филиал,Региональное отделение,NA,NA,18
25000,116498,Other,Типовой филиал,Региональное отделение,NA,NA,26
14400,116498,Other,Типовой филиал,Региональное отделение,NA,NA,29
40000,116498,Other,Типовой филиал,Региональное отделение,NA,NA,5
35000,116498,Other,Типовой филиал,Региональное отделение,NA,NA,23
25000,116498,Other,Типовой филиал,Региональное отделение,NA,NA,1
30000,116498,Other,Типовой филиал,Региональное отделение,NA,NA,21
32000,116498,Other,Типовой филиал,Региональное отделение,NA,NA,23
25000,116498,Other,Типовой филиал,Региональное отделение,NA,NA,6
10800,116498,Other,Типовой филиал,Региональное отделение,NA,NA,12
20000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,14
50000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,15
30000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,8
40000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,6
25000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,11
15000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,16
40000,134909,Other,Типовой филиал,Региональное отделение,NA,NA,14
30000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,8
20000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,17
25000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,24
33000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,12
40000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,2
50000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,6
50000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,29
50000,134909,Other,Типовой филиал,Региональное отделение,NA,NA,3
33000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,24
13000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,18
35000,134909,Other,Типовой филиал,Региональное отделение,NA,NA,13
13000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,28
13000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,20
13000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,11
40000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,26
13000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,10
40000,134909,Other,Типовой филиал,Региональное отделение,NA,NA,10
60000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,18
35000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,1
45000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,29
55000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,26
25000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,19
53000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,14
65000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,8
25000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,18
13000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,4
16000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,9
15000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,25
56000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,28
32000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,10
22140,145711,Other,Типовой филиал,Региональное отделение,NA,NA,22
35000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,10
10000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,4
60000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,15
100000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,9
40000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,29
32000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,4
70000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,20
25000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,1
50000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,11
30000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,1
30000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,13
13000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,24
25000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,16
30000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,6
22140,145711,Other,Типовой филиал,Региональное отделение,NA,NA,28
38000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,14
35000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,29
30000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,4
40000,134909,Other,Типовой филиал,Региональное отделение,NA,NA,22
38000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,14
30000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,25
40000,134909,Other,Типовой филиал,Региональное отделение,NA,NA,18
14000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,6
65000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,30
70000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,2
60000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,26
50000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,13
25000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,12
32031.25,145711,Other,Типовой филиал,Региональное отделение,NA,NA,12
70000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,9
35000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,21
39000,134909,Other,Типовой филиал,Региональное отделение,NA,NA,10
22500,145711,Other,Типовой филиал,Региональное отделение,NA,NA,22
40000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,24
15000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,3
45000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,30
60000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,27
39200,145711,Other,Типовой филиал,Региональное отделение,NA,NA,16
13000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,12
35000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,6
40000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,24
30000,145711,Other,Типовой филиал,Региональное отделение,NA,NA,25
22140,145711,Other,Типовой филиал,Региональное отделение,NA,NA,1
40000,134909,Other,Типовой филиал,Региональное отделение,NA,NA,12
55000,134909,Other,Типовой филиал,Региональное отделение,NA,NA,27
20000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,25
20500,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,29
27000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,4
35000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,28
40000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,18
25000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,16
31160,134909,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,9
20500,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,10
50000,134909,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,28
30000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,9
35000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,11
35000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,3
28700,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,23
23000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,26
45000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,21
23000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,7
40000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,10
25000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,18
25000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,19
14000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,7
35000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,7
20000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,8
35000,134909,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,25
25000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,23
36900,134909,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,22
37000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,24
28700,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,22
40000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,7
25000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,23
35000,134909,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,9
35000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,23
27000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,30
25000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,15
25000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,10
29000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,27
30000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,15
40000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,20
30000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,5
30000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,11
25000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,26
25000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,21
20000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,22
35000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,19
28700,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,1
31160,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,17
20500,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,23
30000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,14
28000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,16
35000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,27
18000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,15
21525,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,8
20000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,6
23000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,26
14163.05625,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,19
25000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,25
25000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,21
20000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,16
25000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,30
20000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,26
20000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,22
23000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,6
22000,118160,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,19
25000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,4
65000,187754,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,29
80000,134909,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,26
60000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,29
78000,187754,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,19
27912.5,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,4
120000,187754,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,21
60000,187754,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,10
60000,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,12
61500,187754,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел корпоративного страхования,14
30000,90997,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,1
30000,90997,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,21
30000,90997,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,28
30000,90997,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,10
30000,90997,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,20
20000,90997,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,18
30000,90997,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,2
50000,133248,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,11
30000,90997,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,20
20910,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,4
35000,90997,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,8
40000,90997,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,9
20500,90997,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,6
30000,90997,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,16
35000,90997,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,14
65000,133248,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,1
45100,133248,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,3
35000,134909,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,5
28700,90997,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,3
30000,134909,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,24
35000,134909,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,5
65000,133248,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,12
100000,187754,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,22
25000,90997,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,12
22000,90997,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,2
20000,90997,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел личного страхования,14
18040,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел партнерских продаж,20
15990,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел партнерских продаж,2
16400,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел партнерских продаж,9
18450,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел партнерских продаж,16
18040,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел партнерских продаж,5
18860,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел партнерских продаж,5
23575,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел партнерских продаж,14
24600,134909,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел партнерских продаж,18
15990,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел партнерских продаж,16
15990,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел партнерских продаж,2
16400,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел партнерских продаж,7
14965,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел партнерских продаж,14
16810,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел партнерских продаж,26
16400,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел партнерских продаж,8
15990,116498,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел партнерских продаж,14
32800,134909,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел партнерских продаж,18
13956.25,119821,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,13
16000,119821,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,2
15000,90997,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,12
20000,118160,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,19
19000,118160,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,20
19000,118160,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,29
15225,118160,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,24
15000,119821,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,20
16000,118160,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,22
20000,119821,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,6
20000,118160,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,17
18000,119821,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,17
16000,118160,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,14
18000,118160,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,5
6304,92855,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,20
12742,92855,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,24
20000,78156,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,6
1274.2,78156,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,12
6304,92855,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,21
9304,92855,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,5
1274.2,78156,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,28
1274.2,78156,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,8
6304,92855,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,24
6304,92855,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,25
15000,92855,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,20
17000,92855,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,16
1274.2,78156,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,5
6371,78156,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,26
6304,92855,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,1
1274.2,78156,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,22
12742,92855,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,26
32800,145711,Other,Типовой филиал,Центральный офис,Департамент корпоративного и розничного страхования,Отдел по организации агентских и офисных продаж,2
